customer_id,age,gender,marital_status,employment_type,annual_income_inr,loan_amount_inr,loan_purpose,loan_term_months,credit_score,num_open_credit_accounts,num_delinquent_accounts,debt_to_income_ratio,past_default,default
CUST101879,30,Female,Married,Salaried,210000,28000,Credit Card,48,615,3,0,0.52,1,1
CUST101880,23,Male,Married,Salaried,400000,444000,Personal Loan,48,730,4,0,0.34,1,1
CUST101881,34,Female,Married,Salaried,890000,4621000,Home Loan,48,785,5,0,0.62,0,1
CUST101882,36,Male,Single,Salaried,180000,1061000,Home Loan,48,663,9,0,0.57,0,0
CUST101883,30,Male,Married,Self-Employed,210000,1140000,Home Loan,120,754,5,1,0.43,0,0
CUST101884,49,Female,Married,Self-Employed,390000,185000,Credit Card,60,743,6,0,0.64,0,1
CUST101885,30,Female,Married,Salaried,400000,284000,Personal Loan,36,714,7,0,0.67,0,1
CUST101886,32,Male,Married,Government,140000,85000,Car Loan,120,709,5,0,0.55,0,0
CUST101887,50,Male,Married,Salaried,459999,297000,Education Loan,48,681,5,0,0.11,0,0
CUST101888,61,Female,Married,Government,160000,150000,Personal Loan,60,745,2,1,0.43,1,1
CUST101889,21,Male,Married,Salaried,220000,93000,Credit Card,120,733,2,0,0.41,0,0
CUST101890,25,Male,Married,Salaried,470000,2358000,Home Loan,48,671,6,0,0.73,1,1
CUST101891,40,Female,Married,Salaried,380000,185000,Credit Card,60,620,6,1,0.46,0,1
CUST101892,28,Male,Single,Salaried,260000,229000,Car Loan,60,660,6,0,0.36,0,0
CUST101893,63,Male,Widowed,Government,200000,246000,Car Loan,48,646,3,0,0.32,0,1
CUST101894,32,Male,Married,Salaried,320000,401000,Personal Loan,60,697,9,0,0.52,0,0
CUST101895,21,Male,Married,Salaried,180000,70000,Education Loan,24,723,7,0,0.15,0,0
CUST101896,40,Female,Married,Salaried,320000,443000,Personal Loan,48,719,4,0,0.71,0,1
CUST101897,48,Male,Single,Salaried,980000,4243000,Home Loan,12,723,9,0,0.53,0,0
CUST101898,63,Female,Divorced,Government,320000,374000,Personal Loan,36,709,4,1,0.27,0,0
CUST101899,57,Male,Married,Government,210000,219000,Personal Loan,48,698,3,0,0.3,0,0
CUST101900,57,Male,Married,Salaried,540000,284000,Personal Loan,36,696,1,0,0.73,0,1
CUST101901,32,Male,Single,Salaried,280000,80000,Credit Card,36,761,4,0,0.12,0,0
CUST101902,57,Female,Married,Salaried,720000,722000,Car Loan,240,675,3,0,0.31,0,0
CUST101903,64,Female,Married,Salaried,380000,191000,Car Loan,48,689,3,0,0.31,1,1
CUST101904,48,Male,Married,Salaried,350000,156000,Education Loan,48,591,6,0,0.62,0,1
CUST101905,35,Male,Married,Salaried,490000,450000,Car Loan,48,672,9,0,0.24,0,0
CUST101906,26,Male,Single,Self-Employed,90000,98000,Personal Loan,24,684,1,0,0.15,0,0
CUST101907,64,Female,Married,Salaried,150000,105000,Car Loan,60,759,9,0,0.37,0,0
CUST101908,40,Male,Married,Salaried,180000,50000,Credit Card,48,633,2,0,0.6,0,1
CUST101909,34,Male,Married,Salaried,370000,569000,Personal Loan,48,693,3,0,0.14,0,0
CUST101910,22,Male,Married,Self-Employed,1140000,1648000,Car Loan,24,692,9,0,0.22,0,0
CUST101911,29,Male,Married,Salaried,1290000,6981000,Home Loan,36,731,8,0,0.54,0,0
CUST101912,57,Male,Married,Salaried,520000,2265000,Home Loan,120,676,9,0,0.59,1,1
CUST101913,40,Male,Divorced,Salaried,509999,145000,Credit Card,36,730,8,0,0.1,1,1
CUST101914,46,Female,Married,Salaried,130000,706000,Home Loan,36,712,6,0,0.76,0,1
CUST101915,49,Male,Married,Salaried,270000,308000,Personal Loan,36,661,9,0,0.37,0,0
CUST101916,21,Male,Single,Unemployed,50000,18000,Credit Card,120,644,3,0,0.35,0,1
CUST101917,55,Male,Married,Self-Employed,220000,253000,Car Loan,60,804,4,0,0.69,0,1
CUST101918,26,Male,Married,Self-Employed,310000,349000,Personal Loan,120,672,1,0,0.18,0,0
CUST101919,57,Female,Married,Government,190000,312000,Personal Loan,240,615,7,3,0.26,0,1
CUST101920,25,Male,Single,Self-Employed,60000,10000,Credit Card,240,677,2,0,0.7,0,1
CUST101921,53,Male,Married,Self-Employed,750000,756000,Personal Loan,48,666,1,0,0.49,0,0
CUST101922,34,Male,Single,Salaried,180000,661000,Home Loan,48,641,8,1,0.53,0,1
CUST101923,32,Male,Widowed,Salaried,390000,405000,Personal Loan,120,697,9,0,0.31,0,0
CUST101924,62,Male,Married,Salaried,1040000,160000,Credit Card,36,709,4,0,0.47,0,0
CUST101925,40,Male,Married,Salaried,220000,146000,Education Loan,12,599,9,0,0.69,1,1
CUST101926,44,Male,Married,Salaried,80000,432000,Home Loan,36,706,3,0,0.79,1,1
CUST101927,63,Female,Divorced,Self-Employed,250000,420000,Car Loan,60,736,8,0,0.37,0,0
CUST101928,54,Male,Divorced,Salaried,690000,148000,Credit Card,24,651,5,0,0.21,0,0
CUST101929,45,Male,Single,Self-Employed,2330000,1153000,Credit Card,60,633,2,0,0.35,0,1
CUST101930,49,Female,Widowed,Self-Employed,130000,88000,Education Loan,120,648,5,0,0.34,0,1
CUST101931,59,Male,Divorced,Salaried,480000,249000,Education Loan,24,673,6,2,0.35,0,1
CUST101932,51,Male,Married,Salaried,270000,1487000,Home Loan,24,696,5,2,0.28,1,1
CUST101933,63,Male,Married,Salaried,280000,1453000,Home Loan,36,641,7,1,0.48,0,1
CUST101934,43,Male,Married,Salaried,1839999,1471000,Education Loan,48,677,4,0,0.78,0,1
CUST101935,64,Male,Married,Salaried,120000,43000,Education Loan,48,687,7,0,0.14,1,1
CUST101936,58,Male,Single,Self-Employed,480000,125000,Credit Card,48,705,9,4,0.5,0,1
CUST101937,40,Female,Married,Salaried,500000,896000,Personal Loan,120,625,2,1,0.77,0,1
CUST101938,43,Male,Single,Government,590000,741000,Car Loan,24,657,9,0,0.39,0,0
CUST101939,36,Male,Married,Government,290000,442000,Car Loan,60,660,2,0,0.48,0,0
CUST101940,62,Male,Widowed,Salaried,360000,241000,Education Loan,48,775,7,0,0.18,0,0
CUST101941,28,Male,Married,Self-Employed,250000,441000,Personal Loan,60,748,5,0,0.52,0,0
CUST101942,41,Male,Married,Salaried,440000,188000,Education Loan,36,691,4,1,0.37,0,0
CUST101943,21,Male,Married,Self-Employed,180000,245000,Personal Loan,48,619,7,0,0.61,0,1
CUST101944,28,Male,Married,Salaried,490000,336000,Car Loan,12,738,1,0,0.45,0,0
CUST101945,49,Female,Married,Self-Employed,290000,445000,Car Loan,24,753,3,2,0.18,0,1
CUST101946,52,Male,Married,Salaried,450000,2338000,Home Loan,48,690,2,3,0.21,0,1
CUST101947,58,Female,Single,Government,250000,141000,Car Loan,48,670,2,0,0.72,0,1
CUST101948,25,Female,Single,Salaried,660000,234000,Credit Card,24,659,5,0,0.52,0,0
CUST101949,42,Male,Married,Salaried,360000,404000,Personal Loan,120,728,2,0,0.15,0,0
CUST101950,54,Female,Married,Salaried,120000,82000,Car Loan,240,725,3,1,0.31,1,1
CUST101951,21,Female,Divorced,Self-Employed,750000,847000,Personal Loan,48,640,7,0,0.63,0,1
CUST101952,46,Male,Married,Self-Employed,180000,64000,Education Loan,24,651,2,0,0.51,0,0
CUST101953,63,Female,Married,Unemployed,60000,255000,Home Loan,60,640,4,0,0.72,0,1
CUST101954,30,Male,Married,Government,160000,664000,Home Loan,36,782,2,0,0.3,0,0
CUST101955,50,Male,Married,Salaried,810000,640000,Education Loan,60,707,8,1,0.71,0,1
CUST101956,38,Female,Married,Salaried,100000,532000,Home Loan,48,748,6,0,0.4,0,0
CUST101957,37,Male,Married,Salaried,2470000,3484000,Personal Loan,24,699,8,0,0.78,0,1
CUST101958,46,Male,Married,Unemployed,130000,10000,Credit Card,36,713,6,1,0.69,0,1
CUST101959,28,Male,Married,Government,290000,550000,Car Loan,48,678,1,1,0.75,0,1
CUST101960,60,Female,Single,Salaried,290000,444000,Car Loan,60,766,9,0,0.69,0,1
CUST101961,32,Female,Married,Self-Employed,470000,259000,Car Loan,24,709,9,1,0.62,0,1
CUST101962,47,Male,Single,Self-Employed,640000,547000,Education Loan,36,690,5,1,0.66,0,1
CUST101963,28,Female,Single,Self-Employed,640000,512000,Personal Loan,24,600,7,0,0.49,1,1
CUST101964,45,Male,Single,Government,400000,548000,Personal Loan,60,719,3,0,0.37,0,0
CUST101965,24,Male,Single,Salaried,240000,1056000,Home Loan,48,719,2,2,0.38,0,1
CUST101966,53,Female,Widowed,Government,229999,980000,Home Loan,240,756,8,0,0.4,0,0
CUST101967,21,Female,Single,Salaried,210000,385000,Personal Loan,60,678,3,0,0.45,0,0
CUST101968,39,Male,Single,Salaried,330000,381000,Car Loan,60,657,2,1,0.57,0,0
CUST101969,51,Male,Married,Salaried,710000,435000,Personal Loan,36,784,7,3,0.36,0,1
CUST101970,36,Female,Married,Salaried,540000,517000,Education Loan,36,623,9,0,0.58,0,1
CUST101971,34,Female,Married,Self-Employed,50000,94000,Car Loan,48,653,6,1,0.34,0,0
CUST101972,25,Male,Married,Self-Employed,650000,992000,Personal Loan,12,771,2,0,0.5,1,1
CUST101973,61,Male,Married,Salaried,340000,409000,Personal Loan,120,742,2,0,0.56,0,0
CUST101974,46,Female,Married,Self-Employed,390000,107000,Education Loan,60,682,1,0,0.37,1,1
CUST101975,48,Female,Single,Salaried,300000,250000,Education Loan,24,683,9,0,0.48,0,0
CUST101976,22,Male,Divorced,Government,360000,94000,Education Loan,120,687,4,0,0.11,0,0
CUST101977,26,Female,Single,Salaried,600000,362000,Personal Loan,12,738,4,0,0.43,0,0
CUST101978,29,Female,Single,Salaried,210000,61000,Credit Card,24,739,4,0,0.67,0,1
CUST101979,53,Female,Married,Salaried,459999,340000,Car Loan,24,727,1,0,0.31,0,0
CUST101980,61,Female,Married,Salaried,170000,87000,Personal Loan,48,735,8,0,0.29,0,0
CUST101981,45,Male,Married,Salaried,160000,683000,Home Loan,60,725,9,0,0.64,0,1
CUST101982,33,Male,Married,Government,160000,113000,Car Loan,36,577,9,2,0.32,0,1
CUST101983,29,Male,Divorced,Salaried,570000,422000,Personal Loan,60,716,9,1,0.37,0,0
CUST101984,33,Male,Married,Salaried,600000,51000,Credit Card,36,680,6,2,0.67,0,1
CUST101985,51,Female,Single,Self-Employed,600000,218000,Education Loan,240,806,7,0,0.14,0,0
CUST101986,61,Female,Widowed,Salaried,459999,724000,Personal Loan,120,625,1,1,0.75,0,1
CUST101987,31,Male,Married,Government,350000,145000,Credit Card,60,638,5,0,0.24,0,1
CUST101988,24,Male,Single,Government,100000,436000,Home Loan,48,705,6,3,0.25,0,1
CUST101989,54,Male,Married,Self-Employed,560000,2531000,Home Loan,36,638,8,0,0.64,0,1
CUST101990,58,Female,Married,Salaried,580000,131000,Education Loan,24,826,1,0,0.18,0,0
CUST101991,24,Male,Single,Salaried,350000,211000,Car Loan,48,727,8,0,0.2,1,1
CUST101992,58,Male,Married,Salaried,730000,2754000,Home Loan,48,670,7,2,0.16,0,1
CUST101993,39,Male,Divorced,Salaried,570000,750000,Personal Loan,60,719,2,0,0.52,0,0
CUST101994,26,Male,Single,Salaried,420000,2192000,Home Loan,36,711,7,0,0.69,0,1
CUST101995,54,Male,Married,Government,550000,2648000,Home Loan,48,667,4,0,0.23,0,0
CUST101996,38,Female,Married,Salaried,370000,403000,Car Loan,60,635,6,0,0.38,0,1
CUST101997,33,Male,Married,Salaried,200000,135000,Car Loan,36,643,9,0,0.58,0,1
CUST101998,61,Male,Married,Salaried,270000,451000,Car Loan,60,677,4,0,0.31,0,0
CUST101999,43,Male,Married,Salaried,240000,982000,Home Loan,48,749,2,0,0.24,0,0
CUST102000,39,Male,Married,Salaried,250000,1302000,Home Loan,36,730,9,0,0.73,1,1
CUST102001,31,Female,Married,Government,220000,279000,Personal Loan,36,809,1,0,0.59,0,0
CUST102002,21,Male,Widowed,Salaried,140000,225000,Personal Loan,36,657,6,0,0.75,0,1
CUST102003,44,Female,Divorced,Government,220000,409000,Car Loan,36,639,7,0,0.65,0,1
CUST102004,27,Male,Single,Self-Employed,70000,132000,Personal Loan,48,691,8,0,0.34,0,0
CUST102005,45,Male,Single,Unemployed,100000,130000,Personal Loan,240,721,4,0,0.12,0,0
CUST102006,41,Male,Married,Salaried,380000,482000,Personal Loan,120,722,1,3,0.43,0,1
CUST102007,35,Female,Married,Salaried,229999,207000,Personal Loan,36,717,1,0,0.36,0,0
CUST102008,21,Male,Widowed,Salaried,330000,1916000,Home Loan,120,710,1,0,0.45,0,0
CUST102009,32,Female,Married,Government,480000,2099000,Home Loan,240,672,3,0,0.11,0,0
CUST102010,27,Male,Married,Self-Employed,80000,55000,Personal Loan,36,679,9,0,0.47,0,0
CUST102011,35,Male,Single,Self-Employed,200000,230000,Personal Loan,240,778,6,1,0.39,0,0
CUST102012,41,Female,Married,Salaried,240000,166000,Personal Loan,240,640,7,0,0.58,0,1
CUST102013,39,Female,Single,Salaried,210000,947000,Home Loan,60,712,7,1,0.29,0,0
CUST102014,49,Male,Single,Salaried,620000,402000,Education Loan,48,758,2,0,0.67,1,1
CUST102015,45,Male,Divorced,Salaried,330000,332000,Personal Loan,60,649,6,0,0.75,1,1
CUST102016,53,Male,Married,Salaried,300000,182000,Car Loan,48,649,9,0,0.22,1,1
CUST102017,52,Male,Single,Salaried,110000,211000,Personal Loan,240,714,4,0,0.55,0,0
CUST102018,55,Female,Married,Self-Employed,670000,1112000,Personal Loan,24,721,8,1,0.54,0,0
CUST102019,64,Male,Widowed,Government,90000,496000,Home Loan,120,684,8,0,0.34,1,1
CUST102020,58,Male,Married,Self-Employed,400000,1640000,Home Loan,24,722,3,0,0.18,1,1
CUST102021,46,Female,Single,Self-Employed,509999,837000,Personal Loan,12,617,7,0,0.57,0,1
CUST102022,31,Female,Divorced,Unemployed,130000,160000,Personal Loan,240,667,8,2,0.42,0,1
CUST102023,55,Male,Married,Salaried,160000,128000,Personal Loan,120,757,6,0,0.23,0,0
CUST102024,28,Female,Married,Salaried,60000,18000,Education Loan,48,607,4,0,0.14,1,1
CUST102025,34,Male,Single,Self-Employed,420000,427000,Personal Loan,240,802,8,1,0.76,0,1
CUST102026,30,Male,Single,Salaried,1000000,706000,Personal Loan,120,693,4,1,0.39,0,0
CUST102027,22,Female,Married,Salaried,470000,469000,Education Loan,240,780,6,1,0.62,0,1
CUST102028,29,Male,Married,Salaried,380000,218000,Personal Loan,48,758,2,1,0.2,0,0
CUST102029,23,Male,Single,Salaried,170000,197000,Personal Loan,240,711,2,0,0.54,0,0
CUST102030,41,Male,Married,Salaried,610000,719000,Personal Loan,120,713,4,0,0.12,0,0
CUST102031,46,Female,Married,Salaried,210000,200000,Personal Loan,240,794,6,0,0.4,0,0
CUST102032,28,Male,Married,Salaried,450000,611000,Personal Loan,36,646,3,2,0.27,0,1
CUST102033,22,Male,Single,Salaried,310000,36000,Credit Card,48,694,3,0,0.33,0,0
CUST102034,26,Female,Married,Government,520000,430000,Education Loan,120,670,6,0,0.54,0,0
CUST102035,48,Male,Married,Unemployed,220000,879000,Home Loan,48,658,8,2,0.35,0,1
CUST102036,49,Female,Single,Government,360000,1719000,Home Loan,120,757,6,3,0.27,0,1
CUST102037,46,Female,Married,Unemployed,80000,412000,Home Loan,240,719,8,0,0.6,0,0
CUST102038,45,Male,Married,Salaried,370000,2097000,Home Loan,120,717,4,0,0.48,0,0
CUST102039,32,Male,Widowed,Government,70000,61000,Education Loan,36,718,5,0,0.54,0,0
CUST102040,25,Male,Married,Salaried,220000,1061000,Home Loan,24,739,3,2,0.37,0,1
CUST102041,54,Male,Single,Self-Employed,260000,281000,Personal Loan,36,690,7,0,0.28,0,0
CUST102042,57,Female,Married,Salaried,260000,326000,Personal Loan,60,753,7,0,0.27,0,0
CUST102043,35,Male,Single,Government,300000,119000,Credit Card,12,695,6,0,0.79,0,1
CUST102044,64,Male,Widowed,Salaried,180000,327000,Personal Loan,36,700,4,0,0.57,0,0
CUST102045,56,Male,Married,Salaried,700000,198000,Education Loan,36,681,7,0,0.17,0,0
CUST102046,35,Male,Divorced,Government,270000,291000,Car Loan,120,691,3,0,0.55,0,0
CUST102047,63,Male,Married,Self-Employed,320000,1705000,Home Loan,24,715,6,0,0.17,0,0
CUST102048,43,Female,Single,Salaried,310000,356000,Personal Loan,12,697,4,0,0.31,0,0
CUST102049,26,Male,Married,Self-Employed,409999,409000,Personal Loan,48,658,5,0,0.69,0,1
CUST102050,64,Female,Married,Salaried,490000,2075000,Home Loan,36,688,6,0,0.74,0,1
CUST102051,63,Male,Widowed,Self-Employed,150000,211000,Car Loan,36,683,7,2,0.7,1,1
CUST102052,41,Male,Divorced,Salaried,250000,500000,Car Loan,36,691,7,0,0.49,0,0
CUST102053,43,Male,Divorced,Government,220000,985000,Home Loan,48,605,7,0,0.42,0,1
CUST102054,63,Female,Widowed,Salaried,130000,471000,Home Loan,24,735,5,0,0.27,0,0
CUST102055,36,Male,Single,Government,150000,50000,Education Loan,240,690,7,0,0.66,0,1
CUST102056,35,Male,Single,Salaried,280000,19000,Credit Card,24,715,5,0,0.54,0,0
CUST102057,45,Male,Married,Salaried,640000,193000,Credit Card,240,724,5,0,0.47,0,0
CUST102058,56,Female,Divorced,Salaried,420000,1946000,Home Loan,60,644,3,0,0.28,0,1
CUST102059,31,Male,Single,Salaried,380000,307000,Personal Loan,120,729,9,1,0.32,0,0
CUST102060,35,Male,Married,Salaried,630000,972000,Personal Loan,36,646,9,0,0.27,0,1
CUST102061,24,Female,Single,Government,150000,783000,Home Loan,60,715,1,2,0.55,0,1
CUST102062,41,Female,Single,Salaried,480000,427000,Car Loan,120,608,4,0,0.53,0,1
CUST102063,33,Male,Married,Salaried,320000,1290000,Home Loan,48,587,3,0,0.22,0,1
CUST102064,42,Male,Married,Salaried,440000,874000,Car Loan,48,744,4,0,0.33,0,0
CUST102065,39,Male,Single,Salaried,260000,130000,Education Loan,36,725,2,0,0.11,0,0
CUST102066,54,Male,Single,Self-Employed,50000,82000,Personal Loan,48,688,6,0,0.22,0,0
CUST102067,34,Female,Single,Government,220000,56000,Credit Card,36,695,6,0,0.47,0,0
CUST102068,24,Male,Married,Salaried,530000,896000,Personal Loan,240,617,7,4,0.36,0,1
CUST102069,47,Female,Single,Salaried,660000,1091000,Personal Loan,60,695,6,0,0.51,0,0
CUST102070,49,Male,Married,Salaried,670000,492000,Education Loan,12,701,8,0,0.39,0,0
CUST102071,48,Male,Married,Government,650000,283000,Credit Card,48,674,4,0,0.17,0,0
CUST102072,55,Female,Single,Self-Employed,409999,390000,Education Loan,60,687,2,1,0.57,1,1
CUST102073,28,Female,Married,Unemployed,90000,60000,Education Loan,24,647,7,0,0.76,0,1
CUST102074,36,Male,Single,Salaried,260000,101000,Education Loan,60,621,1,1,0.29,0,1
CUST102075,62,Male,Married,Government,180000,755000,Home Loan,36,704,1,0,0.25,1,1
CUST102076,56,Male,Married,Government,400000,655000,Car Loan,48,633,5,3,0.69,0,1
CUST102077,50,Female,Married,Government,600000,886000,Personal Loan,60,718,5,1,0.29,1,1
CUST102078,38,Female,Single,Salaried,350000,268000,Personal Loan,48,713,5,0,0.36,0,0
CUST102079,22,Male,Married,Self-Employed,160000,92000,Car Loan,48,747,3,0,0.26,0,0
CUST102080,33,Male,Single,Salaried,340000,518000,Car Loan,120,712,6,0,0.54,0,0
CUST102081,24,Female,Widowed,Self-Employed,409999,1539000,Home Loan,36,847,2,0,0.42,0,0
CUST102082,46,Female,Married,Salaried,160000,720000,Home Loan,60,680,8,0,0.36,0,0
CUST102083,45,Female,Married,Self-Employed,50000,19000,Credit Card,120,714,8,0,0.28,0,0
CUST102084,50,Male,Married,Unemployed,80000,375000,Home Loan,36,664,5,0,0.77,0,1
CUST102085,31,Male,Divorced,Self-Employed,120000,10000,Credit Card,12,747,6,0,0.16,0,0
CUST102086,27,Male,Divorced,Self-Employed,229999,80000,Education Loan,120,703,2,0,0.29,1,1
CUST102087,51,Female,Divorced,Self-Employed,330000,274000,Car Loan,48,607,5,0,0.34,0,1
CUST102088,64,Male,Married,Self-Employed,210000,186000,Personal Loan,120,653,8,0,0.67,0,1
CUST102089,30,Male,Married,Salaried,810000,1092000,Personal Loan,36,686,7,0,0.77,0,1
CUST102090,59,Male,Married,Salaried,430000,1940000,Home Loan,120,632,9,0,0.11,0,1
CUST102091,33,Female,Single,Self-Employed,470000,378000,Car Loan,24,722,9,0,0.77,0,1
CUST102092,51,Male,Single,Salaried,520000,1665000,Home Loan,120,624,8,0,0.77,0,1
CUST102093,27,Male,Married,Self-Employed,130000,44000,Education Loan,120,684,2,3,0.74,1,1
CUST102094,62,Male,Married,Government,450000,889000,Car Loan,48,679,4,0,0.74,0,1
CUST102095,62,Male,Married,Salaried,290000,349000,Personal Loan,60,744,4,2,0.66,0,1
CUST102096,56,Male,Single,Government,420000,375000,Education Loan,36,683,8,1,0.31,0,0
CUST102097,40,Female,Married,Salaried,200000,355000,Personal Loan,36,736,2,0,0.66,0,1
CUST102098,24,Male,Single,Salaried,90000,114000,Personal Loan,48,715,9,0,0.44,0,0
CUST102099,27,Male,Married,Salaried,550000,858000,Personal Loan,60,637,2,0,0.48,0,1
CUST102100,21,Male,Married,Government,210000,166000,Personal Loan,240,804,4,0,0.12,0,0
CUST102101,64,Male,Widowed,Unemployed,60000,45000,Education Loan,120,748,3,0,0.43,0,0
CUST102102,62,Male,Divorced,Salaried,180000,164000,Car Loan,48,646,8,0,0.29,0,1
CUST102103,33,Male,Married,Salaried,660000,3627000,Home Loan,60,641,1,0,0.34,1,1
CUST102104,42,Male,Divorced,Salaried,180000,113000,Car Loan,24,755,7,0,0.43,1,1
CUST102105,41,Male,Single,Self-Employed,1760000,2921000,Car Loan,48,739,7,0,0.58,0,0
CUST102106,42,Female,Single,Self-Employed,180000,594000,Home Loan,48,728,9,0,0.15,1,1
CUST102107,48,Male,Single,Self-Employed,710000,643000,Education Loan,240,646,8,0,0.52,0,1
CUST102108,29,Male,Single,Government,200000,783000,Home Loan,48,663,6,1,0.31,0,0
CUST102109,46,Male,Single,Self-Employed,690000,499000,Education Loan,24,760,6,0,0.68,0,1
CUST102110,29,Female,Single,Salaried,240000,142000,Education Loan,24,724,6,1,0.73,0,1
CUST102111,35,Male,Divorced,Salaried,340000,357000,Personal Loan,60,657,5,0,0.17,0,0
CUST102112,30,Female,Divorced,Government,250000,1234000,Home Loan,36,764,1,0,0.71,0,1
CUST102113,44,Male,Divorced,Self-Employed,160000,153000,Education Loan,120,794,2,1,0.48,0,0
CUST102114,62,Female,Widowed,Salaried,470000,110000,Education Loan,48,671,6,0,0.21,0,0
CUST102115,28,Male,Married,Salaried,250000,470000,Personal Loan,36,661,2,3,0.11,0,1
CUST102116,44,Male,Married,Self-Employed,330000,466000,Personal Loan,60,770,5,0,0.52,0,0
CUST102117,36,Male,Single,Salaried,210000,1139000,Home Loan,48,777,1,0,0.47,0,0
CUST102118,46,Male,Single,Self-Employed,50000,54000,Personal Loan,60,776,1,0,0.6,0,0
CUST102119,47,Female,Married,Self-Employed,340000,411000,Personal Loan,60,715,6,0,0.45,0,0
CUST102120,57,Male,Divorced,Salaried,1520000,2741000,Personal Loan,60,670,1,0,0.12,0,0
CUST102121,24,Female,Married,Self-Employed,490000,550000,Personal Loan,120,741,4,0,0.4,1,1
CUST102122,44,Male,Married,Salaried,370000,1703000,Home Loan,120,679,2,0,0.69,0,1
CUST102123,39,Male,Single,Salaried,320000,69000,Education Loan,60,676,9,0,0.37,1,1
CUST102124,56,Male,Married,Salaried,360000,266000,Personal Loan,240,705,1,0,0.28,0,0
CUST102125,59,Male,Married,Self-Employed,620000,3054000,Home Loan,12,697,3,0,0.3,0,0
CUST102126,30,Female,Widowed,Self-Employed,120000,618000,Home Loan,240,671,7,0,0.17,0,0
CUST102127,45,Male,Divorced,Salaried,730000,486000,Education Loan,24,643,1,0,0.37,1,1
CUST102128,38,Female,Married,Government,450000,1543000,Home Loan,36,686,1,0,0.65,0,1
CUST102129,39,Female,Single,Salaried,580000,678000,Personal Loan,120,665,6,0,0.14,0,0
CUST102130,56,Male,Single,Salaried,459999,223000,Education Loan,48,628,6,0,0.74,0,1
CUST102131,30,Male,Married,Salaried,340000,203000,Education Loan,48,705,4,0,0.42,0,0
CUST102132,53,Female,Divorced,Self-Employed,700000,1264000,Car Loan,36,706,3,0,0.56,0,0
CUST102133,25,Male,Single,Salaried,480000,799000,Personal Loan,36,734,1,0,0.36,0,0
CUST102134,55,Male,Single,Salaried,290000,182000,Personal Loan,24,705,8,1,0.29,1,1
CUST102135,64,Male,Married,Salaried,210000,385000,Personal Loan,36,694,8,2,0.17,0,1
CUST102136,54,Male,Divorced,Salaried,380000,459000,Personal Loan,48,734,7,0,0.43,0,0
CUST102137,53,Female,Married,Government,770000,1244000,Personal Loan,60,705,4,0,0.39,0,0
CUST102138,41,Male,Married,Salaried,180000,128000,Personal Loan,60,712,2,4,0.5,1,1
CUST102139,37,Female,Married,Salaried,160000,241000,Personal Loan,48,725,7,0,0.38,0,0
CUST102140,42,Male,Single,Salaried,409999,160000,Education Loan,240,669,8,0,0.41,0,0
CUST102141,57,Male,Single,Self-Employed,400000,463000,Car Loan,36,745,5,0,0.65,1,1
CUST102142,35,Male,Married,Self-Employed,470000,247000,Personal Loan,24,699,9,0,0.19,0,0
CUST102143,55,Male,Divorced,Salaried,409999,48000,Credit Card,240,692,8,0,0.39,1,1
CUST102144,48,Male,Married,Salaried,330000,90000,Education Loan,48,745,4,2,0.2,0,1
CUST102145,27,Female,Married,Self-Employed,1380000,1186000,Personal Loan,240,674,9,0,0.76,0,1
CUST102146,52,Female,Married,Salaried,140000,91000,Personal Loan,48,677,1,0,0.68,0,1
CUST102147,31,Male,Married,Self-Employed,170000,261000,Personal Loan,60,722,9,0,0.69,1,1
CUST102148,30,Male,Single,Government,229999,125000,Car Loan,24,708,1,0,0.2,0,0
CUST102149,29,Male,Married,Salaried,130000,185000,Personal Loan,120,864,5,1,0.71,0,1
CUST102150,34,Male,Married,Salaried,300000,213000,Personal Loan,36,750,5,0,0.2,0,0
CUST102151,33,Female,Married,Salaried,919999,5369000,Home Loan,24,580,8,0,0.43,0,1
CUST102152,45,Female,Widowed,Government,280000,532000,Car Loan,24,714,5,0,0.17,0,0
CUST102153,22,Male,Divorced,Self-Employed,300000,251000,Personal Loan,48,607,8,1,0.75,0,1
CUST102154,55,Female,Single,Salaried,170000,823000,Home Loan,36,679,1,2,0.79,0,1
CUST102155,27,Male,Married,Salaried,229999,125000,Personal Loan,240,708,3,0,0.4,0,0
CUST102156,41,Female,Married,Self-Employed,290000,1681000,Home Loan,120,676,7,0,0.76,1,1
CUST102157,38,Male,Married,Salaried,310000,1416000,Home Loan,120,590,6,0,0.16,0,1
CUST102158,23,Male,Married,Salaried,490000,1534000,Home Loan,120,702,5,0,0.74,1,1
CUST102159,62,Male,Married,Salaried,420000,1692000,Home Loan,120,671,7,0,0.34,0,0
CUST102160,59,Male,Divorced,Self-Employed,140000,86000,Personal Loan,120,732,5,1,0.57,0,0
CUST102161,61,Female,Married,Salaried,350000,381000,Personal Loan,240,605,7,1,0.35,0,1
CUST102162,31,Female,Divorced,Salaried,459999,692000,Personal Loan,240,663,3,0,0.52,0,0
CUST102163,59,Male,Single,Government,580000,699000,Personal Loan,36,740,6,2,0.26,0,1
CUST102164,44,Female,Married,Salaried,969999,1043000,Personal Loan,36,588,2,0,0.54,0,1
CUST102165,39,Male,Married,Salaried,200000,136000,Personal Loan,60,723,1,0,0.46,0,0
CUST102166,24,Female,Widowed,Self-Employed,120000,448000,Home Loan,24,661,2,0,0.35,0,0
